Region,Suburb,Value,Date,Measure
,Castlemaine,319.0,,Sep 2005||Count
,Echuca,545.0,,Sep 2005||Count
,Hamilton,293.0,,Sep 2005||Count
,Horsham,614.0,,Sep 2005||Count
,Mildura,1424.0,,Sep 2005||Count
,Moe-Newborough,565.0,,Sep 2005||Count
,Morwell,656.0,,Sep 2005||Count
,Ocean Grove-Barwon Heads,469.0,,Sep 2005||Count
,Portland,338.0,,Sep 2005||Count
,Sale-Maffra,686.0,,Sep 2005||Count
,Seymour,233.0,,Sep 2005||Count
,Shepparton,1658.0,,Sep 2005||Count
,Swan Hill,363.0,,Sep 2005||Count
,Torquay,459.0,,Sep 2005||Count
,Traralgon,901.0,,Sep 2005||Count
,Wanagaratta,573.0,,Sep 2005||Count
,Warragul,406.0,,Sep 2005||Count
,Warrnambool,1157.0,,Sep 2005||Count
,Wodonga,1335.0,,Sep 2005||Count
,Group Total,13628.0,,Sep 2005||Count
Inner Melbourne,Albert Park-Middle Park-West St Kilda,310.0,,Sep 2005||Median
,Armadale,245.0,,Sep 2005||Median
,Carlton North,300.0,,Sep 2005||Median
,Carlton-Parkville,285.0,,Sep 2005||Median
,CBD-St Kilda Rd,310.0,,Sep 2005||Median
,Collingwood-Abbotsford,290.0,,Sep 2005||Median
,Docklands,370.0,,Sep 2005||Median
,East Melbourne,300.0,,Sep 2005||Median
,East St Kilda,220.0,,Sep 2005||Median
,Elwood,250.0,,Sep 2005||Median
,Fitzroy,303.0,,Sep 2005||Median
,Fitzroy North-Clifton Hill,290.0,,Sep 2005||Median
,Flemington-Kensington,255.0,,Sep 2005||Median
,North Melbourne-West Melbourne,290.0,,Sep 2005||Median
,Port Melbourne,350.0,,Sep 2005||Median
,Prahran-Windsor,270.0,,Sep 2005||Median
,Richmond-Burnley,300.0,,Sep 2005||Median
,South Melbourne,335.0,,Sep 2005||Median
,South Yarra,270.0,,Sep 2005||Median
,Southbank,370.0,,Sep 2005||Median
,St Kilda,250.0,,Sep 2005||Median
,Toorak,265.0,,Sep 2005||Median
,Group Total,290.0,,Sep 2005||Median
Inner Eastern Melbourne,Balwyn,291.0,,Sep 2005||Median
,Blackburn,245.0,,Sep 2005||Median
,Box Hill,235.0,,Sep 2005||Median
,Bulleen-Templestowe-Doncaster,270.0,,Sep 2005||Median
,Burwood-Ashburton,250.0,,Sep 2005||Median
,Camberwell-Glen Iris,260.0,,Sep 2005||Median
,Canterbury-Surrey Hills-Mont Albert,275.0,,Sep 2005||Median
,Chadstone-Oakleigh,235.0,,Sep 2005||Median
,Clayton,225.0,,Sep 2005||Median
,Doncaster East-Donvale,270.0,,Sep 2005||Median
,East Hawthorn,260.0,,Sep 2005||Median
,Glen Waverley-Mulgrave,260.0,,Sep 2005||Median
,Hawthorn,245.0,,Sep 2005||Median
,Kew,280.0,,Sep 2005||Median
,Mount Waverley,250.0,,Sep 2005||Median
,Nunawading-Mitcham,225.0,,Sep 2005||Median
,Vermont-Forest Hill-Burwood East,250.0,,Sep 2005||Median
,Group Total,250.0,,Sep 2005||Median
Southern Melbourne,Aspendale-Chelsea-Carrum,210.0,,Sep 2005||Median
,Bentleigh,250.0,,Sep 2005||Median
,Brighton,365.0,,Sep 2005||Median
,Brighton East,330.0,,Sep 2005||Median
,Carnegie,200.0,,Sep 2005||Median
,Caulfield,240.0,,Sep 2005||Median
,Cheltenham,240.0,,Sep 2005||Median
,Elsternwick,230.0,,Sep 2005||Median
,Hampton-Beaumaris,330.0,,Sep 2005||Median
,Malvern,280.0,,Sep 2005||Median
,Malvern East,263.0,,Sep 2005||Median
,Mentone-Parkdale-Mordialloc,210.0,,Sep 2005||Median
,Murrumbeena-Hughesdale,225.0,,Sep 2005||Median
,Group Total,250.0,,Sep 2005||Median
Outer Western Melbourne,Altona,210.0,,Sep 2005||Median
,Footscray,190.0,,Sep 2005||Median
,Keilor East-Avondale Heights,230.0,,Sep 2005||Median
,Melton,180.0,,Sep 2005||Median
,Newport-Spotswood,225.0,,Sep 2005||Median
,St Albans-Deer Park,180.0,,Sep 2005||Median
,Sunshine,170.0,,Sep 2005||Median
,Sydenham,220.0,,Sep 2005||Median
,Werribee-Hoppers Crossing,190.0,,Sep 2005||Median
,West Footscray,175.0,,Sep 2005||Median
,Williamstown,275.0,,Sep 2005||Median
,Yarraville-Seddon,230.0,,Sep 2005||Median
,Group Total,195.0,,Sep 2005||Median
North Western Melbourne,Broadmeadows-Roxburgh Park,200.0,,Sep 2005||Median
,Brunswick,230.0,,Sep 2005||Median
,Coburg-Pascoe Vale South,230.0,,Sep 2005||Median
,Craigieburn,210.0,,Sep 2005||Median
,East Brunswick,270.0,,Sep 2005||Median
,Essendon,210.0,,Sep 2005||Median
,Gladstone Park-Tullamarine,200.0,,Sep 2005||Median
,Keilor,235.0,,Sep 2005||Median
,Moonee Ponds-Ascot Vale,238.0,,Sep 2005||Median
,Oak Park-Glenroy-Fawkner,195.0,,Sep 2005||Median
,Pascoe Vale-Coburg North,210.0,,Sep 2005||Median
,Sunbury,200.0,,Sep 2005||Median
,West Brunswick,190.0,,Sep 2005||Median
,Group Total,210.0,,Sep 2005||Median
North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,230.0,,Sep 2005||Median
,Eltham-Research-Montmorency,250.0,,Sep 2005||Median
,Fairfield-Alphington,200.0,,Sep 2005||Median
,Heidelberg-Heidelberg West,225.0,,Sep 2005||Median
,Ivanhoe-Ivanhoe East,233.0,,Sep 2005||Median
,Mill Park-Epping,220.0,,Sep 2005||Median
,Northcote,250.0,,Sep 2005||Median
,Preston,210.0,,Sep 2005||Median
,Reservoir,190.0,,Sep 2005||Median
,Thomastown-Lalor,190.0,,Sep 2005||Median
,Thornbury,190.0,,Sep 2005||Median
,Whittlesea,213.0,,Sep 2005||Median
,Group Total,215.0,,Sep 2005||Median
Outer Eastern Melbourne,Bayswater,195.0,,Sep 2005||Median
,Boronia,210.0,,Sep 2005||Median
,Croydon-Lilydale,210.0,,Sep 2005||Median
,Ferntree Gully,205.0,,Sep 2005||Median
,Ringwood,205.0,,Sep 2005||Median
,Rowville,255.0,,Sep 2005||Median
,Wantirna-Scoresby,240.0,,Sep 2005||Median
,Yarra Ranges,200.0,,Sep 2005||Median
,Group Total,210.0,,Sep 2005||Median
South Eastern Melbourne,Berwick,225.0,,Sep 2005||Median
,Cranbourne,190.0,,Sep 2005||Median
,Dandenong,160.0,,Sep 2005||Median
,Dandenong North-Endeavour Hills,190.0,,Sep 2005||Median
,Narre Warren-Hampton Park,205.0,,Sep 2005||Median
,Noble Park,170.0,,Sep 2005||Median
,Pakenham,195.0,,Sep 2005||Median
,Springvale,175.0,,Sep 2005||Median
,Group Total,190.0,,Sep 2005||Median
Mornington Peninsula,Dromana-Portsea,180.0,,Sep 2005||Median
,Frankston,190.0,,Sep 2005||Median
,Hastings-Flinders,190.0,,Sep 2005||Median
,Mt Eliza-Mornington-Mt Martha,235.0,,Sep 2005||Median
,Seaford-Carrum Downs,200.0,,Sep 2005||Median
,Group Total,195.0,,Sep 2005||Median
Geelong,Belmont-Grovedale,195.0,,Sep 2005||Median
,Corio,155.0,,Sep 2005||Median
,Geelong-Newcombe,185.0,,Sep 2005||Median
,Herne Hill-Geelong West,170.0,,Sep 2005||Median
,Lara,210.0,,Sep 2005||Median
,Newtown,195.0,,Sep 2005||Median
,North Geelong,180.0,,Sep 2005||Median
,Group Total,180.0,,Sep 2005||Median
Ballarat,Ballarat,180.0,,Sep 2005||Median
,Mount Clear-Buninyong,180.0,,Sep 2005||Median
,Sebastopol-Delacombe,170.0,,Sep 2005||Median
,Wendouree-Alfredton,180.0,,Sep 2005||Median
,Group Total,180.0,,Sep 2005||Median
Bendigo,Bendigo,180.0,,Sep 2005||Median
,Flora Hill-Bendigo East,190.0,,Sep 2005||Median
,Golden Square-Kangaroo Flat,190.0,,Sep 2005||Median
,North Bendigo,175.0,,Sep 2005||Median
,Group Total,185.0,,Sep 2005||Median
Other Regional Centres,Bairnsdale,180.0,,Sep 2005||Median
,Benalla,170.0,,Sep 2005||Median
,Castlemaine,180.0,,Sep 2005||Median
,Echuca,190.0,,Sep 2005||Median
,Hamilton,180.0,,Sep 2005||Median
,Horsham,155.0,,Sep 2005||Median
,Mildura,175.0,,Sep 2005||Median
,Moe-Newborough,120.0,,Sep 2005||Median
,Morwell,130.0,,Sep 2005||Median
,Ocean Grove-Barwon Heads,200.0,,Sep 2005||Median
,Portland,160.0,,Sep 2005||Median
,Sale-Maffra,150.0,,Sep 2005||Median
,Seymour,150.0,,Sep 2005||Median
,Shepparton,175.0,,Sep 2005||Median
,Swan Hill,160.0,,Sep 2005||Median
,Torquay,250.0,,Sep 2005||Median
,Traralgon,165.0,,Sep 2005||Median
,Wanagaratta,165.0,,Sep 2005||Median
,Warragul,185.0,,Sep 2005||Median
,Warrnambool,195.0,,Sep 2005||Median
,Wodonga,190.0,,Sep 2005||Median
,Group Total,170.0,,Sep 2005||Median
Inner Melbourne,Albert Park-Middle Park-West St Kilda,1228.0,,Dec 2005||Count
,Armadale,679.0,,Dec 2005||Count
,Carlton North,650.0,,Dec 2005||Count
,Carlton-Parkville,1927.0,,Dec 2005||Count
,CBD-St Kilda Rd,4349.0,,Dec 2005||Count
,Collingwood-Abbotsford,750.0,,Dec 2005||Count
,Docklands,961.0,,Dec 2005||Count
,East Melbourne,869.0,,Dec 2005||Count
,East St Kilda,1507.0,,Dec 2005||Count
,Elwood,1851.0,,Dec 2005||Count
,Fitzroy,651.0,,Dec 2005||Count
,Fitzroy North-Clifton Hill,1026.0,,Dec 2005||Count
,Flemington-Kensington,1092.0,,Dec 2005||Count
,North Melbourne-West Melbourne,1289.0,,Dec 2005||Count
,Port Melbourne,1288.0,,Dec 2005||Count
,Prahran-Windsor,1680.0,,Dec 2005||Count
,Richmond-Burnley,2061.0,,Dec 2005||Count
,South Melbourne,734.0,,Dec 2005||Count
,South Yarra,2500.0,,Dec 2005||Count
,Southbank,1786.0,,Dec 2005||Count
,St Kilda,2688.0,,Dec 2005||Count
,Toorak,821.0,,Dec 2005||Count
,Group Total,32387.0,,Dec 2005||Count
Inner Eastern Melbourne,Balwyn,746.0,,Dec 2005||Count
,Blackburn,621.0,,Dec 2005||Count
,Box Hill,1125.0,,Dec 2005||Count
,Bulleen-Templestowe-Doncaster,978.0,,Dec 2005||Count
