Region,Suburb,Value,Date,Measure
,Nunawading-Mitcham,350.0,,Mar 2012||Median
,Vermont-Forest Hill-Burwood East,385.0,,Mar 2012||Median
,Group Total,390.0,,Mar 2012||Median
Southern Melbourne,Aspendale-Chelsea-Carrum,350.0,,Mar 2012||Median
,Bentleigh,400.0,,Mar 2012||Median
,Brighton,595.0,,Mar 2012||Median
,Brighton East,590.0,,Mar 2012||Median
,Carnegie,330.0,,Mar 2012||Median
,Caulfield,390.0,,Mar 2012||Median
,Cheltenham,390.0,,Mar 2012||Median
,Elsternwick,390.0,,Mar 2012||Median
,Hampton-Beaumaris,500.0,,Mar 2012||Median
,Malvern,420.0,,Mar 2012||Median
,Malvern East,400.0,,Mar 2012||Median
,Mentone-Parkdale-Mordialloc,350.0,,Mar 2012||Median
,Murrumbeena-Hughesdale,350.0,,Mar 2012||Median
,Group Total,395.0,,Mar 2012||Median
Outer Western Melbourne,Altona,330.0,,Mar 2012||Median
,Footscray,330.0,,Mar 2012||Median
,Keilor East-Avondale Heights,350.0,,Mar 2012||Median
,Melton,270.0,,Mar 2012||Median
,Newport-Spotswood,386.0,,Mar 2012||Median
,St Albans-Deer Park,290.0,,Mar 2012||Median
,Sunshine,280.0,,Mar 2012||Median
,Sydenham,330.0,,Mar 2012||Median
,Werribee-Hoppers Crossing,290.0,,Mar 2012||Median
,West Footscray,320.0,,Mar 2012||Median
,Williamstown,430.0,,Mar 2012||Median
,Yarraville-Seddon,360.0,,Mar 2012||Median
,Group Total,300.0,,Mar 2012||Median
North Western Melbourne,Broadmeadows-Roxburgh Park,315.0,,Mar 2012||Median
,Brunswick,390.0,,Mar 2012||Median
,Coburg-Pascoe Vale South,370.0,,Mar 2012||Median
,Craigieburn,330.0,,Mar 2012||Median
,East Brunswick,430.0,,Mar 2012||Median
,Essendon,350.0,,Mar 2012||Median
,Gladstone Park-Tullamarine,320.0,,Mar 2012||Median
,Keilor,350.0,,Mar 2012||Median
,Moonee Ponds-Ascot Vale,385.0,,Mar 2012||Median
,Oak Park-Glenroy-Fawkner,330.0,,Mar 2012||Median
,Pascoe Vale-Coburg North,350.0,,Mar 2012||Median
,Sunbury,310.0,,Mar 2012||Median
,West Brunswick,300.0,,Mar 2012||Median
,Group Total,340.0,,Mar 2012||Median
North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,350.0,,Mar 2012||Median
,Eltham-Research-Montmorency,365.0,,Mar 2012||Median
,Fairfield-Alphington,330.0,,Mar 2012||Median
,Heidelberg-Heidelberg West,350.0,,Mar 2012||Median
,Ivanhoe-Ivanhoe East,392.0,,Mar 2012||Median
,Mill Park-Epping,335.0,,Mar 2012||Median
,Northcote,430.0,,Mar 2012||Median
,Preston,358.0,,Mar 2012||Median
,Reservoir,315.0,,Mar 2012||Median
,Thomastown-Lalor,305.0,,Mar 2012||Median
,Thornbury,330.0,,Mar 2012||Median
,Whittlesea,345.0,,Mar 2012||Median
,Group Total,340.0,,Mar 2012||Median
Outer Eastern Melbourne,Bayswater,320.0,,Mar 2012||Median
,Boronia,330.0,,Mar 2012||Median
,Croydon-Lilydale,340.0,,Mar 2012||Median
,Ferntree Gully,325.0,,Mar 2012||Median
,Ringwood,335.0,,Mar 2012||Median
,Rowville,390.0,,Mar 2012||Median
,Wantirna-Scoresby,365.0,,Mar 2012||Median
,Yarra Ranges,320.0,,Mar 2012||Median
,Group Total,340.0,,Mar 2012||Median
South Eastern Melbourne,Berwick,350.0,,Mar 2012||Median
,Cranbourne,320.0,,Mar 2012||Median
,Dandenong,280.0,,Mar 2012||Median
,Dandenong North-Endeavour Hills,300.0,,Mar 2012||Median
,Narre Warren-Hampton Park,330.0,,Mar 2012||Median
,Noble Park,295.0,,Mar 2012||Median
,Pakenham,310.0,,Mar 2012||Median
,Springvale,320.0,,Mar 2012||Median
,Group Total,315.0,,Mar 2012||Median
Mornington Peninsula,Dromana-Portsea,290.0,,Mar 2012||Median
,Frankston,295.0,,Mar 2012||Median
,Hastings-Flinders,300.0,,Mar 2012||Median
,Mt Eliza-Mornington-Mt Martha,370.0,,Mar 2012||Median
,Seaford-Carrum Downs,310.0,,Mar 2012||Median
,Group Total,310.0,,Mar 2012||Median
Geelong,Belmont-Grovedale,310.0,,Mar 2012||Median
,Corio,240.0,,Mar 2012||Median
,Geelong-Newcombe,290.0,,Mar 2012||Median
,Herne Hill-Geelong West,275.0,,Mar 2012||Median
,Lara,305.0,,Mar 2012||Median
,Newtown,310.0,,Mar 2012||Median
,North Geelong,295.0,,Mar 2012||Median
,Group Total,290.0,,Mar 2012||Median
Ballarat,Ballarat,250.0,,Mar 2012||Median
,Mount Clear-Buninyong,300.0,,Mar 2012||Median
,Sebastopol-Delacombe,250.0,,Mar 2012||Median
,Wendouree-Alfredton,270.0,,Mar 2012||Median
,Group Total,260.0,,Mar 2012||Median
Bendigo,Bendigo,265.0,,Mar 2012||Median
,Flora Hill-Bendigo East,275.0,,Mar 2012||Median
,Golden Square-Kangaroo Flat,270.0,,Mar 2012||Median
,North Bendigo,260.0,,Mar 2012||Median
,Group Total,270.0,,Mar 2012||Median
Other Regional Centres,Bairnsdale,250.0,,Mar 2012||Median
,Benalla,210.0,,Mar 2012||Median
,Castlemaine,280.0,,Mar 2012||Median
,Echuca,240.0,,Mar 2012||Median
,Hamilton,230.0,,Mar 2012||Median
,Horsham,220.0,,Mar 2012||Median
,Mildura,220.0,,Mar 2012||Median
,Moe-Newborough,180.0,,Mar 2012||Median
,Morwell,175.0,,Mar 2012||Median
,Ocean Grove-Barwon Heads,350.0,,Mar 2012||Median
,Portland,220.0,,Mar 2012||Median
,Sale-Maffra,240.0,,Mar 2012||Median
,Seymour,220.0,,Mar 2012||Median
,Shepparton,240.0,,Mar 2012||Median
,Swan Hill,210.0,,Mar 2012||Median
,Torquay,390.0,,Mar 2012||Median
,Traralgon,250.0,,Mar 2012||Median
,Wanagaratta,220.0,,Mar 2012||Median
,Warragul,259.0,,Mar 2012||Median
,Warrnambool,285.0,,Mar 2012||Median
,Wodonga,260.0,,Mar 2012||Median
,Group Total,240.0,,Mar 2012||Median
Inner Melbourne,Albert Park-Middle Park-West St Kilda,976.0,,Jun 2012||Count
,Armadale,609.0,,Jun 2012||Count
,Carlton North,489.0,,Jun 2012||Count
,Carlton-Parkville,1895.0,,Jun 2012||Count
,CBD-St Kilda Rd,5578.0,,Jun 2012||Count
,Collingwood-Abbotsford,683.0,,Jun 2012||Count
,Docklands,1337.0,,Jun 2012||Count
,East Melbourne,498.0,,Jun 2012||Count
,East St Kilda,1667.0,,Jun 2012||Count
,Elwood,1753.0,,Jun 2012||Count
,Fitzroy,665.0,,Jun 2012||Count
,Fitzroy North-Clifton Hill,1058.0,,Jun 2012||Count
,Flemington-Kensington,1301.0,,Jun 2012||Count
,North Melbourne-West Melbourne,1590.0,,Jun 2012||Count
,Port Melbourne,1327.0,,Jun 2012||Count
,Prahran-Windsor,1697.0,,Jun 2012||Count
,Richmond-Burnley,2443.0,,Jun 2012||Count
,South Melbourne,742.0,,Jun 2012||Count
,South Yarra,3240.0,,Jun 2012||Count
,Southbank,1693.0,,Jun 2012||Count
,St Kilda,2823.0,,Jun 2012||Count
,Toorak,790.0,,Jun 2012||Count
,Group Total,34854.0,,Jun 2012||Count
Inner Eastern Melbourne,Balwyn,883.0,,Jun 2012||Count
,Blackburn,715.0,,Jun 2012||Count
,Box Hill,1554.0,,Jun 2012||Count
,Bulleen-Templestowe-Doncaster,1407.0,,Jun 2012||Count
,Burwood-Ashburton,943.0,,Jun 2012||Count
,Camberwell-Glen Iris,1603.0,,Jun 2012||Count
,Canterbury-Surrey Hills-Mont Albert,704.0,,Jun 2012||Count
,Chadstone-Oakleigh,977.0,,Jun 2012||Count
,Clayton,1719.0,,Jun 2012||Count
,Doncaster East-Donvale,837.0,,Jun 2012||Count
,East Hawthorn,751.0,,Jun 2012||Count
,Glen Waverley-Mulgrave,1785.0,,Jun 2012||Count
,Hawthorn,1771.0,,Jun 2012||Count
,Kew,1127.0,,Jun 2012||Count
,Mount Waverley,791.0,,Jun 2012||Count
,Nunawading-Mitcham,772.0,,Jun 2012||Count
,Vermont-Forest Hill-Burwood East,779.0,,Jun 2012||Count
,Group Total,19118.0,,Jun 2012||Count
Southern Melbourne,Aspendale-Chelsea-Carrum,1562.0,,Jun 2012||Count
,Bentleigh,1808.0,,Jun 2012||Count
,Brighton,788.0,,Jun 2012||Count
,Brighton East,371.0,,Jun 2012||Count
,Carnegie,1021.0,,Jun 2012||Count
,Caulfield,1736.0,,Jun 2012||Count
,Cheltenham,1299.0,,Jun 2012||Count
,Elsternwick,690.0,,Jun 2012||Count
,Hampton-Beaumaris,1143.0,,Jun 2012||Count
,Malvern,419.0,,Jun 2012||Count
,Malvern East,787.0,,Jun 2012||Count
,Mentone-Parkdale-Mordialloc,1414.0,,Jun 2012||Count
,Murrumbeena-Hughesdale,772.0,,Jun 2012||Count
,Group Total,13810.0,,Jun 2012||Count
Outer Western Melbourne,Altona,4305.0,,Jun 2012||Count
,Footscray,1197.0,,Jun 2012||Count
,Keilor East-Avondale Heights,1019.0,,Jun 2012||Count
,Melton,2143.0,,Jun 2012||Count
,Newport-Spotswood,705.0,,Jun 2012||Count
,St Albans-Deer Park,2045.0,,Jun 2012||Count
,Sunshine,1438.0,,Jun 2012||Count
,Sydenham,1947.0,,Jun 2012||Count
,Werribee-Hoppers Crossing,5632.0,,Jun 2012||Count
,West Footscray,1226.0,,Jun 2012||Count
,Williamstown,498.0,,Jun 2012||Count
,Yarraville-Seddon,1136.0,,Jun 2012||Count
,Group Total,23291.0,,Jun 2012||Count
North Western Melbourne,Broadmeadows-Roxburgh Park,1279.0,,Jun 2012||Count
,Brunswick,2010.0,,Jun 2012||Count
,Coburg-Pascoe Vale South,1381.0,,Jun 2012||Count
,Craigieburn,1204.0,,Jun 2012||Count
,East Brunswick,575.0,,Jun 2012||Count
,Essendon,1873.0,,Jun 2012||Count
,Gladstone Park-Tullamarine,624.0,,Jun 2012||Count
,Keilor,75.0,,Jun 2012||Count
,Moonee Ponds-Ascot Vale,1350.0,,Jun 2012||Count
,Oak Park-Glenroy-Fawkner,1574.0,,Jun 2012||Count
,Pascoe Vale-Coburg North,876.0,,Jun 2012||Count
,Sunbury,905.0,,Jun 2012||Count
,West Brunswick,917.0,,Jun 2012||Count
,Group Total,14643.0,,Jun 2012||Count
North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,2955.0,,Jun 2012||Count
,Eltham-Research-Montmorency,730.0,,Jun 2012||Count
,Fairfield-Alphington,666.0,,Jun 2012||Count
,Heidelberg-Heidelberg West,1115.0,,Jun 2012||Count
,Ivanhoe-Ivanhoe East,523.0,,Jun 2012||Count
,Mill Park-Epping,2099.0,,Jun 2012||Count
,Northcote,1101.0,,Jun 2012||Count
,Preston,1363.0,,Jun 2012||Count
,Reservoir,1843.0,,Jun 2012||Count
,Thomastown-Lalor,1078.0,,Jun 2012||Count
,Thornbury,1118.0,,Jun 2012||Count
,Whittlesea,571.0,,Jun 2012||Count
,Group Total,15162.0,,Jun 2012||Count
Outer Eastern Melbourne,Bayswater,599.0,,Jun 2012||Count
,Boronia,704.0,,Jun 2012||Count
,Croydon-Lilydale,2088.0,,Jun 2012||Count
,Ferntree Gully,564.0,,Jun 2012||Count
,Ringwood,1407.0,,Jun 2012||Count
,Rowville,452.0,,Jun 2012||Count
,Wantirna-Scoresby,811.0,,Jun 2012||Count
,Yarra Ranges,1275.0,,Jun 2012||Count
,Group Total,7900.0,,Jun 2012||Count
South Eastern Melbourne,Berwick,1325.0,,Jun 2012||Count
,Cranbourne,1698.0,,Jun 2012||Count
,Dandenong,1758.0,,Jun 2012||Count
,Dandenong North-Endeavour Hills,1249.0,,Jun 2012||Count
,Narre Warren-Hampton Park,2068.0,,Jun 2012||Count
,Noble Park,1290.0,,Jun 2012||Count
,Pakenham,2354.0,,Jun 2012||Count
,Springvale,1476.0,,Jun 2012||Count
,Group Total,13218.0,,Jun 2012||Count
Mornington Peninsula,Dromana-Portsea,1809.0,,Jun 2012||Count
,Frankston,2804.0,,Jun 2012||Count
,Hastings-Flinders,1083.0,,Jun 2012||Count
,Mt Eliza-Mornington-Mt Martha,1352.0,,Jun 2012||Count
,Seaford-Carrum Downs,1866.0,,Jun 2012||Count
,Group Total,8914.0,,Jun 2012||Count
Geelong,Belmont-Grovedale,1585.0,,Jun 2012||Count
,Corio,755.0,,Jun 2012||Count
,Geelong-Newcombe,1206.0,,Jun 2012||Count
,Herne Hill-Geelong West,801.0,,Jun 2012||Count
,Lara,450.0,,Jun 2012||Count
,Newtown,458.0,,Jun 2012||Count
,North Geelong,691.0,,Jun 2012||Count
,Group Total,5946.0,,Jun 2012||Count
Ballarat,Ballarat,1835.0,,Jun 2012||Count
,Mount Clear-Buninyong,413.0,,Jun 2012||Count
,Sebastopol-Delacombe,753.0,,Jun 2012||Count
,Wendouree-Alfredton,1050.0,,Jun 2012||Count
,Group Total,4051.0,,Jun 2012||Count
Bendigo,Bendigo,551.0,,Jun 2012||Count
,Flora Hill-Bendigo East,1098.0,,Jun 2012||Count
,Golden Square-Kangaroo Flat,698.0,,Jun 2012||Count
,North Bendigo,825.0,,Jun 2012||Count
,Group Total,3172.0,,Jun 2012||Count
Other Regional Centres,Bairnsdale,453.0,,Jun 2012||Count
,Benalla,439.0,,Jun 2012||Count
,Castlemaine,292.0,,Jun 2012||Count
,Echuca,494.0,,Jun 2012||Count
,Hamilton,302.0,,Jun 2012||Count
,Horsham,652.0,,Jun 2012||Count
,Mildura,1530.0,,Jun 2012||Count
,Moe-Newborough,586.0,,Jun 2012||Count
,Morwell,693.0,,Jun 2012||Count
,Ocean Grove-Barwon Heads,485.0,,Jun 2012||Count
,Portland,414.0,,Jun 2012||Count
,Sale-Maffra,874.0,,Jun 2012||Count
,Seymour,184.0,,Jun 2012||Count
,Shepparton,1723.0,,Jun 2012||Count
,Swan Hill,475.0,,Jun 2012||Count
,Torquay,660.0,,Jun 2012||Count
,Traralgon,1064.0,,Jun 2012||Count
,Wanagaratta,653.0,,Jun 2012||Count
,Warragul,460.0,,Jun 2012||Count
,Warrnambool,1417.0,,Jun 2012||Count
,Wodonga,1545.0,,Jun 2012||Count
,Group Total,15395.0,,Jun 2012||Count
Inner Melbourne,Albert Park-Middle Park-West St Kilda,460.0,,Jun 2012||Median
,Armadale,385.0,,Jun 2012||Median
,Carlton North,500.0,,Jun 2012||Median
,Carlton-Parkville,400.0,,Jun 2012||Median
,CBD-St Kilda Rd,450.0,,Jun 2012||Median
,Collingwood-Abbotsford,465.0,,Jun 2012||Median
,Docklands,530.0,,Jun 2012||Median
,East Melbourne,453.0,,Jun 2012||Median
,East St Kilda,360.0,,Jun 2012||Median
,Elwood,395.0,,Jun 2012||Median
,Fitzroy,490.0,,Jun 2012||Median
,Fitzroy North-Clifton Hill,460.0,,Jun 2012||Median
,Flemington-Kensington,385.0,,Jun 2012||Median
,North Melbourne-West Melbourne,425.0,,Jun 2012||Median
,Port Melbourne,540.0,,Jun 2012||Median
,Prahran-Windsor,410.0,,Jun 2012||Median
,Richmond-Burnley,465.0,,Jun 2012||Median
,South Melbourne,500.0,,Jun 2012||Median
,South Yarra,410.0,,Jun 2012||Median
,Southbank,530.0,,Jun 2012||Median
,St Kilda,380.0,,Jun 2012||Median
,Toorak,450.0,,Jun 2012||Median
,Group Total,433.0,,Jun 2012||Median
Inner Eastern Melbourne,Balwyn,450.0,,Jun 2012||Median
,Blackburn,380.0,,Jun 2012||Median
,Box Hill,370.0,,Jun 2012||Median
,Bulleen-Templestowe-Doncaster,400.0,,Jun 2012||Median
,Burwood-Ashburton,395.0,,Jun 2012||Median
,Camberwell-Glen Iris,420.0,,Jun 2012||Median
,Canterbury-Surrey Hills-Mont Albert,420.0,,Jun 2012||Median
,Chadstone-Oakleigh,380.0,,Jun 2012||Median
,Clayton,350.0,,Jun 2012||Median
,Doncaster East-Donvale,400.0,,Jun 2012||Median
,East Hawthorn,400.0,,Jun 2012||Median
,Glen Waverley-Mulgrave,410.0,,Jun 2012||Median
,Hawthorn,370.0,,Jun 2012||Median
,Kew,440.0,,Jun 2012||Median
,Mount Waverley,400.0,,Jun 2012||Median
,Nunawading-Mitcham,355.0,,Jun 2012||Median
,Vermont-Forest Hill-Burwood East,385.0,,Jun 2012||Median
,Group Total,390.0,,Jun 2012||Median
Southern Melbourne,Aspendale-Chelsea-Carrum,355.0,,Jun 2012||Median
,Bentleigh,400.0,,Jun 2012||Median
,Brighton,590.0,,Jun 2012||Median
,Brighton East,595.0,,Jun 2012||Median
,Carnegie,345.0,,Jun 2012||Median
,Caulfield,395.0,,Jun 2012||Median
,Cheltenham,390.0,,Jun 2012||Median
,Elsternwick,390.0,,Jun 2012||Median
,Hampton-Beaumaris,500.0,,Jun 2012||Median
,Malvern,420.0,,Jun 2012||Median
,Malvern East,400.0,,Jun 2012||Median
,Mentone-Parkdale-Mordialloc,350.0,,Jun 2012||Median
,Murrumbeena-Hughesdale,360.0,,Jun 2012||Median
,Group Total,395.0,,Jun 2012||Median
Outer Western Melbourne,Altona,330.0,,Jun 2012||Median
,Footscray,330.0,,Jun 2012||Median
,Keilor East-Avondale Heights,350.0,,Jun 2012||Median
,Melton,270.0,,Jun 2012||Median
,Newport-Spotswood,390.0,,Jun 2012||Median
,St Albans-Deer Park,290.0,,Jun 2012||Median
,Sunshine,284.0,,Jun 2012||Median
,Sydenham,330.0,,Jun 2012||Median
,Werribee-Hoppers Crossing,290.0,,Jun 2012||Median
,West Footscray,320.0,,Jun 2012||Median
,Williamstown,430.0,,Jun 2012||Median
,Yarraville-Seddon,368.0,,Jun 2012||Median
,Group Total,300.0,,Jun 2012||Median
North Western Melbourne,Broadmeadows-Roxburgh Park,315.0,,Jun 2012||Median
,Brunswick,395.0,,Jun 2012||Median
,Coburg-Pascoe Vale South,370.0,,Jun 2012||Median
,Craigieburn,330.0,,Jun 2012||Median
,East Brunswick,430.0,,Jun 2012||Median
,Essendon,350.0,,Jun 2012||Median
,Gladstone Park-Tullamarine,325.0,,Jun 2012||Median
,Keilor,350.0,,Jun 2012||Median
,Moonee Ponds-Ascot Vale,390.0,,Jun 2012||Median
,Oak Park-Glenroy-Fawkner,330.0,,Jun 2012||Median
,Pascoe Vale-Coburg North,345.0,,Jun 2012||Median
,Sunbury,310.0,,Jun 2012||Median
,West Brunswick,320.0,,Jun 2012||Median
,Group Total,340.0,,Jun 2012||Median
North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,350.0,,Jun 2012||Median
,Eltham-Research-Montmorency,360.0,,Jun 2012||Median
,Fairfield-Alphington,330.0,,Jun 2012||Median
,Heidelberg-Heidelberg West,350.0,,Jun 2012||Median
,Ivanhoe-Ivanhoe East,390.0,,Jun 2012||Median
,Mill Park-Epping,330.0,,Jun 2012||Median
,Northcote,430.0,,Jun 2012||Median
,Preston,350.0,,Jun 2012||Median
,Reservoir,315.0,,Jun 2012||Median
,Thomastown-Lalor,300.0,,Jun 2012||Median
,Thornbury,340.0,,Jun 2012||Median
,Whittlesea,335.0,,Jun 2012||Median
,Group Total,340.0,,Jun 2012||Median
Outer Eastern Melbourne,Bayswater,320.0,,Jun 2012||Median
,Boronia,330.0,,Jun 2012||Median
,Croydon-Lilydale,340.0,,Jun 2012||Median
,Ferntree Gully,320.0,,Jun 2012||Median
,Ringwood,335.0,,Jun 2012||Median
,Rowville,390.0,,Jun 2012||Median
,Wantirna-Scoresby,365.0,,Jun 2012||Median
,Yarra Ranges,320.0,,Jun 2012||Median
,Group Total,340.0,,Jun 2012||Median
South Eastern Melbourne,Berwick,350.0,,Jun 2012||Median
,Cranbourne,325.0,,Jun 2012||Median
,Dandenong,290.0,,Jun 2012||Median
,Dandenong North-Endeavour Hills,300.0,,Jun 2012||Median
,Narre Warren-Hampton Park,330.0,,Jun 2012||Median
,Noble Park,295.0,,Jun 2012||Median
,Pakenham,310.0,,Jun 2012||Median
,Springvale,320.0,,Jun 2012||Median
,Group Total,315.0,,Jun 2012||Median
Mornington Peninsula,Dromana-Portsea,290.0,,Jun 2012||Median
,Frankston,295.0,,Jun 2012||Median
,Hastings-Flinders,300.0,,Jun 2012||Median
,Mt Eliza-Mornington-Mt Martha,370.0,,Jun 2012||Median
,Seaford-Carrum Downs,310.0,,Jun 2012||Median
,Group Total,310.0,,Jun 2012||Median
Geelong,Belmont-Grovedale,315.0,,Jun 2012||Median
,Corio,245.0,,Jun 2012||Median
,Geelong-Newcombe,290.0,,Jun 2012||Median
,Herne Hill-Geelong West,280.0,,Jun 2012||Median
,Lara,320.0,,Jun 2012||Median
,Newtown,300.0,,Jun 2012||Median
,North Geelong,300.0,,Jun 2012||Median
,Group Total,290.0,,Jun 2012||Median
Ballarat,Ballarat,250.0,,Jun 2012||Median
,Mount Clear-Buninyong,300.0,,Jun 2012||Median
,Sebastopol-Delacombe,250.0,,Jun 2012||Median
,Wendouree-Alfredton,270.0,,Jun 2012||Median
,Group Total,260.0,,Jun 2012||Median
Bendigo,Bendigo,265.0,,Jun 2012||Median
,Flora Hill-Bendigo East,280.0,,Jun 2012||Median
,Golden Square-Kangaroo Flat,270.0,,Jun 2012||Median
,North Bendigo,270.0,,Jun 2012||Median
,Group Total,270.0,,Jun 2012||Median
Other Regional Centres,Bairnsdale,253.0,,Jun 2012||Median
,Benalla,215.0,,Jun 2012||Median
,Castlemaine,280.0,,Jun 2012||Median
,Echuca,250.0,,Jun 2012||Median
,Hamilton,230.0,,Jun 2012||Median
,Horsham,215.0,,Jun 2012||Median
,Mildura,228.0,,Jun 2012||Median
,Moe-Newborough,175.0,,Jun 2012||Median
,Morwell,175.0,,Jun 2012||Median
,Ocean Grove-Barwon Heads,350.0,,Jun 2012||Median
,Portland,225.0,,Jun 2012||Median
,Sale-Maffra,240.0,,Jun 2012||Median
,Seymour,218.0,,Jun 2012||Median
,Shepparton,245.0,,Jun 2012||Median
,Swan Hill,215.0,,Jun 2012||Median
,Torquay,390.0,,Jun 2012||Median
,Traralgon,250.0,,Jun 2012||Median
,Wanagaratta,220.0,,Jun 2012||Median
,Warragul,260.0,,Jun 2012||Median
,Warrnambool,285.0,,Jun 2012||Median
,Wodonga,260.0,,Jun 2012||Median
,Group Total,250.0,,Jun 2012||Median
Inner Melbourne,Albert Park-Middle Park-West St Kilda,993.0,,Sep 2012||Count
,Armadale,596.0,,Sep 2012||Count
,Carlton North,500.0,,Sep 2012||Count
,Carlton-Parkville,1859.0,,Sep 2012||Count
,CBD-St Kilda Rd,5765.0,,Sep 2012||Count
,Collingwood-Abbotsford,685.0,,Sep 2012||Count
,Docklands,1587.0,,Sep 2012||Count
,East Melbourne,500.0,,Sep 2012||Count
,East St Kilda,1699.0,,Sep 2012||Count
,Elwood,1783.0,,Sep 2012||Count
,Fitzroy,710.0,,Sep 2012||Count
,Fitzroy North-Clifton Hill,1090.0,,Sep 2012||Count
,Flemington-Kensington,1474.0,,Sep 2012||Count
,North Melbourne-West Melbourne,1548.0,,Sep 2012||Count
,Port Melbourne,1298.0,,Sep 2012||Count
,Prahran-Windsor,1736.0,,Sep 2012||Count
,Richmond-Burnley,2539.0,,Sep 2012||Count
,South Melbourne,746.0,,Sep 2012||Count
,South Yarra,3319.0,,Sep 2012||Count
,Southbank,1719.0,,Sep 2012||Count
,St Kilda,2815.0,,Sep 2012||Count
,Toorak,739.0,,Sep 2012||Count
,Group Total,35700.0,,Sep 2012||Count
Inner Eastern Melbourne,Balwyn,886.0,,Sep 2012||Count
,Blackburn,702.0,,Sep 2012||Count
,Box Hill,1529.0,,Sep 2012||Count
,Bulleen-Templestowe-Doncaster,1493.0,,Sep 2012||Count
,Burwood-Ashburton,924.0,,Sep 2012||Count
,Camberwell-Glen Iris,1615.0,,Sep 2012||Count
,Canterbury-Surrey Hills-Mont Albert,712.0,,Sep 2012||Count
,Chadstone-Oakleigh,1027.0,,Sep 2012||Count
,Clayton,1714.0,,Sep 2012||Count
,Doncaster East-Donvale,837.0,,Sep 2012||Count
,East Hawthorn,725.0,,Sep 2012||Count
,Glen Waverley-Mulgrave,1790.0,,Sep 2012||Count
,Hawthorn,1782.0,,Sep 2012||Count
,Kew,1114.0,,Sep 2012||Count
,Mount Waverley,771.0,,Sep 2012||Count
,Nunawading-Mitcham,741.0,,Sep 2012||Count
,Vermont-Forest Hill-Burwood East,784.0,,Sep 2012||Count
,Group Total,19146.0,,Sep 2012||Count
Southern Melbourne,Aspendale-Chelsea-Carrum,1556.0,,Sep 2012||Count
,Bentleigh,1863.0,,Sep 2012||Count
,Brighton,800.0,,Sep 2012||Count
,Brighton East,386.0,,Sep 2012||Count
,Carnegie,1023.0,,Sep 2012||Count
,Caulfield,1753.0,,Sep 2012||Count
,Cheltenham,1285.0,,Sep 2012||Count
,Elsternwick,704.0,,Sep 2012||Count
,Hampton-Beaumaris,1181.0,,Sep 2012||Count
,Malvern,418.0,,Sep 2012||Count
,Malvern East,816.0,,Sep 2012||Count
,Mentone-Parkdale-Mordialloc,1453.0,,Sep 2012||Count
,Murrumbeena-Hughesdale,761.0,,Sep 2012||Count
,Group Total,13999.0,,Sep 2012||Count
Outer Western Melbourne,Altona,4357.0,,Sep 2012||Count
,Footscray,1220.0,,Sep 2012||Count
,Keilor East-Avondale Heights,1059.0,,Sep 2012||Count
,Melton,2171.0,,Sep 2012||Count
,Newport-Spotswood,742.0,,Sep 2012||Count
,St Albans-Deer Park,2044.0,,Sep 2012||Count
,Sunshine,1450.0,,Sep 2012||Count
,Sydenham,1931.0,,Sep 2012||Count
,Werribee-Hoppers Crossing,5615.0,,Sep 2012||Count
,West Footscray,1205.0,,Sep 2012||Count
,Williamstown,519.0,,Sep 2012||Count
,Yarraville-Seddon,1117.0,,Sep 2012||Count
,Group Total,23430.0,,Sep 2012||Count
North Western Melbourne,Broadmeadows-Roxburgh Park,1300.0,,Sep 2012||Count
,Brunswick,1954.0,,Sep 2012||Count
,Coburg-Pascoe Vale South,1328.0,,Sep 2012||Count
,Craigieburn,1230.0,,Sep 2012||Count
,East Brunswick,554.0,,Sep 2012||Count
,Essendon,1947.0,,Sep 2012||Count
,Gladstone Park-Tullamarine,651.0,,Sep 2012||Count
,Keilor,82.0,,Sep 2012||Count
,Moonee Ponds-Ascot Vale,1324.0,,Sep 2012||Count
,Oak Park-Glenroy-Fawkner,1598.0,,Sep 2012||Count
,Pascoe Vale-Coburg North,912.0,,Sep 2012||Count
,Sunbury,909.0,,Sep 2012||Count
,West Brunswick,996.0,,Sep 2012||Count
,Group Total,14785.0,,Sep 2012||Count
North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,2945.0,,Sep 2012||Count
,Eltham-Research-Montmorency,719.0,,Sep 2012||Count
,Fairfield-Alphington,667.0,,Sep 2012||Count
,Heidelberg-Heidelberg West,1087.0,,Sep 2012||Count
,Ivanhoe-Ivanhoe East,528.0,,Sep 2012||Count
,Mill Park-Epping,2080.0,,Sep 2012||Count
,Northcote,1096.0,,Sep 2012||Count
,Preston,1444.0,,Sep 2012||Count
,Reservoir,1858.0,,Sep 2012||Count
,Thomastown-Lalor,1061.0,,Sep 2012||Count
,Thornbury,1121.0,,Sep 2012||Count
,Whittlesea,707.0,,Sep 2012||Count
,Group Total,15313.0,,Sep 2012||Count
Outer Eastern Melbourne,Bayswater,589.0,,Sep 2012||Count
,Boronia,731.0,,Sep 2012||Count
,Croydon-Lilydale,2096.0,,Sep 2012||Count
,Ferntree Gully,588.0,,Sep 2012||Count
,Ringwood,1398.0,,Sep 2012||Count
,Rowville,467.0,,Sep 2012||Count
,Wantirna-Scoresby,842.0,,Sep 2012||Count
,Yarra Ranges,1297.0,,Sep 2012||Count
